,NO,song,resource,Web
,1,DICE,Wiki_f,https://nmixx.fandom.com/wiki/DICE
,2,O.O,Wiki_f,https://nmixx.fandom.com/wiki/O.O
,3,Funky_Glitter_Christmas,Wiki_f,https://kpop.fandom.com/wiki/Funky_Glitter_Christmas
,4,COOL_(Your_rainbow),Wiki_f,https://nmixx.fandom.com/wiki/COOL_(Your_rainbow)
,5,Kiss,Wiki_f,https://nmixx.fandom.com/wiki/Kiss
,6,TANK,Wiki_f,https://nmixx.fandom.com/wiki/TANK
,7,Sprinkle_Party,Wiki_f,https://nmixx.fandom.com/wiki/Sprinkle_Party
