,NO,song,resource,Web
,1,After_LIKE,Wiki_f,https://ive.fandom.com/wiki/After_LIKE
,2,Love_Dive,Wiki_f,https://ive.fandom.com/wiki/Love_Dive
,3,Eleven,Wiki_f,https://kpop.fandom.com/wiki/Eleven
,4,Royal,Wiki_f,https://ive.fandom.com/wiki/Royal
,5,My_Satisfaction,,
,6,ELEVEN_-Japanese_version-,,
,7,Take_It,Wiki_f,https://ive.fandom.com/wiki/Take_It
,8,Queen_of_Hearts,,
,9,I’ve_got_the_power,,
,10,Blue_%26_Black,Wiki_f,https://kpop.fandom.com/wiki/Blue_%26_Black
